type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
impedance,[2008.       5.      12.      19.      51.      52.953],24,B0005,367,5488,05488.csv,,0.058982855797460765,0.07840869791471827
charge,[2008.       5.      12.      20.      23.      51.828],24,B0005,368,5489,05489.csv,,,
impedance,[2008.       5.      12.      23.      21.      19.078],24,B0005,369,5490,05490.csv,,0.06019789084807145,0.08377346645248043
discharge,[2008.       5.      12.      23.      53.      17.609],24,B0005,370,5491,05491.csv,1.4808005946928984,,
impedance,[2008.      5.     13.      0.     44.     53.25],24,B0005,371,5492,05492.csv,,0.05843281496253658,0.07878612106344238
charge,[2.0080e+03 5.0000e+00 1.3000e+01 1.0000e+00 1.6000e+01 5.1859e+01],24,B0005,372,5493,05493.csv,,,
impedance,[2008.      5.     13.      4.      3.     26.64],24,B0005,373,5494,05494.csv,,0.05988352416265757,0.08361156763608181
discharge,[2008.       5.      13.       4.      35.      25.359],24,B0005,374,5495,05495.csv,1.4697543268466824,,
impedance,[2008.       5.      13.       5.      26.      51.781],24,B0005,375,5496,05496.csv,,0.06081675929565647,0.08038388778322308
charge,[2008.       5.      13.       5.      58.      50.796],24,B0005,376,5497,05497.csv,,,
impedance,[2008.      5.     13.      8.     52.      5.89],24,B0005,377,5498,05498.csv,,0.058875120497055886,0.08370562422038381
discharge,[2008.       5.      13.       9.      24.       4.718],24,B0005,378,5499,05499.csv,1.4539012274845928,,
impedance,[2008.       5.      13.      10.      15.       2.906],24,B0005,379,5500,05500.csv,,0.058641305762534054,0.07856327599613487
charge,[2.008e+03 5.000e+00 1.300e+01 1.000e+01 4.700e+01 1.828e+00],24,B0005,380,5501,05501.csv,,,
impedance,[2008.       5.      13.      13.      48.      25.875],24,B0005,381,5502,05502.csv,,0.05844518592952695,0.0843513765148262
discharge,[2008.       5.      13.      14.      20.      24.937],24,B0005,382,5503,05503.csv,1.4541462067235693,,
impedance,[2008.       5.      13.      15.      11.      42.234],24,B0005,383,5504,05504.csv,,0.05925711282693887,0.08002743252583437
charge,[2008.       5.      13.      15.      43.      41.296],24,B0005,384,5505,05505.csv,,,
impedance,[2008.       5.      13.      18.      32.      21.281],24,B0005,385,5506,05506.csv,,0.06055121054997781,0.08328051476741821
discharge,[2008.       5.      13.      19.       4.      20.531],24,B0005,386,5507,05507.csv,1.455023751906683,,
impedance,[2008.       5.      13.      19.      55.      29.859],24,B0005,387,5508,05508.csv,,0.05877801771423867,0.07918337546950212
charge,[2008.       5.      13.      20.      27.      29.109],24,B0005,388,5509,05509.csv,,,
impedance,[2008.       5.      13.      23.      27.      26.625],24,B0005,389,5510,05510.csv,,0.05995025589217596,0.0831904359131708
discharge,[2008.       5.      13.      23.      59.      26.015],24,B0005,390,5511,05511.csv,1.449042163761236,,
impedance,[2008.      5.     14.      0.     50.     35.39],24,B0005,391,5512,05512.csv,,0.05835227769750316,0.07964710418735362
charge,[2.0080e+03 5.0000e+00 1.4000e+01 1.0000e+00 2.2000e+01 3.4765e+01],24,B0005,392,5513,05513.csv,,,
impedance,[2008.       5.      14.       4.      23.      57.968],24,B0005,393,5514,05514.csv,,0.05956501303684226,0.08487011380929321
discharge,[2008.       5.      14.       4.      55.      57.453],24,B0005,394,5515,05515.csv,1.4386709371480566,,
impedance,[2008.       5.      14.       5.      46.      58.078],24,B0005,395,5516,05516.csv,,0.058938187317504366,0.07953792065559018
charge,[2008.       5.      14.       6.      18.      57.625],24,B0005,396,5517,05517.csv,,,
impedance,[2008    5   14    9   20   22],24,B0005,397,5518,05518.csv,,0.059853349010250065,0.08473917663733575
discharge,[2008.       5.      14.       9.      52.      22.062],24,B0005,398,5519,05519.csv,1.433445432156979,,
impedance,[2008.       5.      14.      10.      43.      12.953],24,B0005,399,5520,05520.csv,,0.0584896827626018,0.07964370546866237
charge,[2008.       5.      14.      11.      15.      12.671],24,B0005,400,5521,05521.csv,,,
impedance,[2008.      5.     14.     14.      3.     22.75],24,B0005,401,5522,05522.csv,,0.05874548029308314,0.08711721350349075
discharge,[2008.       5.      14.      14.      35.      22.515],24,B0005,402,5523,05523.csv,1.4333958900838095,,
impedance,[2008.       5.      14.      15.      26.      13.546],24,B0005,403,5524,05524.csv,,0.06134060755888107,0.07733665024296885
charge,[2008.       5.      14.      15.      58.      13.406],24,B0005,404,5525,05525.csv,,,
impedance,[2008.      5.     14.     18.     59.     38.89],24,B0005,405,5526,05526.csv,,0.06083767084489383,0.08490902777488013
discharge,[2008.      5.     14.     19.     31.     39.39],24,B0005,406,5527,05527.csv,1.42806487344776,,
impedance,[2008.      5.     14.     20.     22.     30.64],24,B0005,407,5528,05528.csv,,0.05834271794334396,0.07994246159333938
charge,[2008.       5.      14.      20.      54.      30.671],24,B0005,408,5529,05529.csv,,,
impedance,[2008.       5.      14.      23.      55.      55.406],24,B0005,409,5530,05530.csv,,0.05993762786815949,0.08479950183605617
discharge,[2008.       5.      15.       0.      27.      55.625],24,B0005,410,5531,05531.csv,1.4229203181741186,,
impedance,[2.008e+03 5.000e+00 1.500e+01 1.000e+00 1.800e+01 3.789e+01],24,B0005,411,5532,05532.csv,,0.05979534226516758,0.07964682734703848
charge,[2.0080e+03 5.0000e+00 1.5000e+01 1.0000e+00 5.0000e+01 3.8062e+01],24,B0005,412,5533,05533.csv,,,
impedance,[2008.       5.      15.       4.      52.       4.609],24,B0005,413,5534,05534.csv,,0.05959588691816853,0.08518775171680287
discharge,[2008.      5.     15.      5.     24.      4.89],24,B0005,414,5535,05535.csv,1.417429032731308,,
impedance,[2008.       5.      15.       6.      14.      38.093],24,B0005,415,5536,05536.csv,,0.05920398197966059,0.08007181105183933
charge,[2008.     5.    15.     6.    46.    38.5],24,B0005,416,5537,05537.csv,,,
impedance,[2008.       5.      15.       9.      48.       3.453],24,B0005,417,5538,05538.csv,,0.058400743519397356,0.08632938236969102
discharge,[2008.       5.      15.      10.      20.       3.875],24,B0005,418,5539,05539.csv,1.412409228794446,,
impedance,[2008.       5.      15.      11.      10.      28.328],24,B0005,419,5540,05540.csv,,0.06134389439332634,0.07989290542746168
charge,[2008.       5.      15.      11.      42.      28.859],24,B0005,420,5541,05541.csv,,,
impedance,[2008.       5.      15.      14.      38.      58.781],24,B0005,421,5542,05542.csv,,0.06260506440345279,0.08502111899525971
discharge,[2008.       5.      15.      15.      10.      59.437],24,B0005,422,5543,05543.csv,1.412578792940193,,
impedance,[2.008e+03 5.000e+00 1.500e+01 1.600e+01 1.000e+00 2.339e+01],24,B0005,423,5544,05544.csv,,0.05881986188457543,0.07914854798469835
charge,[2008.       5.      15.      16.      33.      24.093],24,B0005,424,5545,05545.csv,,,
impedance,[2008.       5.      15.      19.      24.      46.593],24,B0005,425,5546,05546.csv,,0.06115195391732467,0.08485577620272611
discharge,[2008.      5.     15.     19.     56.     47.39],24,B0005,426,5547,05547.csv,1.4075983731469897,,
impedance,[2008.       5.      15.      20.      47.      12.406],24,B0005,427,5548,05548.csv,,0.060462461899175826,0.08092668356466791
charge,[2008.       5.      15.      21.      19.      13.234],24,B0005,428,5549,05549.csv,,,
impedance,[2008.       5.      16.       0.       9.      33.937],24,B0005,429,5550,05550.csv,,0.059630601199984506,0.0850345675980089
discharge,[2008.       5.      16.      16.      54.      59.812],24,B0005,430,5551,05551.csv,1.4333920485221476,,
charge,[2008.       5.      16.      18.      43.      58.906],24,B0005,431,5552,05552.csv,,,
discharge,[2008.       5.      16.      21.      37.      39.671],24,B0005,432,5553,05553.csv,1.4382550176792908,,
impedance,[2008.       5.      16.      22.      28.      31.078],24,B0005,433,5554,05554.csv,,0.06160738568225919,0.08020127504914304
charge,[2008.       5.      16.      23.       0.      32.515],24,B0005,434,5555,05555.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 0.0000e+00 1.2656e+01],24,B0005,435,5556,05556.csv,,0.060986669920577066,0.08583976882422588
discharge,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],24,B0005,436,5557,05557.csv,1.4173547174485526,,
impedance,[2008.       5.      17.       3.      22.      47.796],24,B0005,437,5558,05558.csv,,0.060802701783849895,0.08185255727094856
charge,[2008.       5.      17.       3.      54.      49.125],24,B0005,438,5559,05559.csv,,,
impedance,[2008.       5.      17.       6.      53.      18.328],24,B0005,439,5560,05560.csv,,0.06100425704109886,0.08588436114872877
discharge,[2008.       5.      17.       7.      25.      19.906],24,B0005,440,5561,05561.csv,1.406981663677643,,
impedance,[2008.       5.      17.       8.      15.      45.265],24,B0005,441,5562,05562.csv,,0.06147075614169803,0.08170752156365965
charge,[2008.       5.      17.       8.      47.      46.703],24,B0005,442,5563,05563.csv,,,
impedance,[2008.       5.      17.      11.      49.      14.296],24,B0005,443,5564,05564.csv,,0.06232914782727364,0.08822161138920462
discharge,[2008.      5.     17.     12.     21.     15.89],24,B0005,444,5565,05565.csv,1.4012037783587625,,
impedance,[2008.       5.      17.      13.      11.      30.687],24,B0005,445,5566,05566.csv,,0.062141039518508724,0.08177099146255969
charge,[2008.       5.      17.      13.      43.      32.281],24,B0005,446,5567,05567.csv,,,
impedance,[2008.       5.      17.      16.      43.      35.437],24,B0005,447,5568,05568.csv,,0.061502762788551504,0.0872699062901812
discharge,[2008.       5.      17.      17.      15.      37.281],24,B0005,448,5569,05569.csv,1.3967008232726328,,
impedance,[2008.       5.      17.      18.       5.      53.796],24,B0005,449,5570,05570.csv,,0.059631149799839814,0.08257600572707498
charge,[2008.       5.      17.      18.      37.      55.593],24,B0005,450,5571,05571.csv,,,
impedance,[2008.       5.      17.      21.      38.      49.296],24,B0005,451,5572,05572.csv,,0.06141907994833745,0.08720378292525818
discharge,[2008.       5.      17.      22.      10.      51.218],24,B0005,452,5573,05573.csv,1.391284788852726,,
impedance,[2008.       5.      17.      23.       0.      48.453],24,B0005,453,5574,05574.csv,,0.061083512551729904,0.08239994758407483
charge,[2008.       5.      17.      23.      32.      50.468],24,B0005,454,5575,05575.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.8000e+01 2.0000e+00 3.3000e+01 1.7109e+01],24,B0005,455,5576,05576.csv,,0.06121665145307191,0.0872819262712242
discharge,[2008.       5.      18.       3.       5.      19.265],24,B0005,456,5577,05577.csv,1.3862287677978349,,
impedance,[2008.       5.      18.       3.      55.      17.546],24,B0005,457,5578,05578.csv,,0.06148387399714281,0.08269579716686087
charge,[2008.       5.      18.       4.      27.      19.656],24,B0005,458,5579,05579.csv,,,
impedance,[2008    5   18    7   28   48],24,B0005,459,5580,05580.csv,,0.062704070176938,0.08679111809854424
discharge,[2008.       5.      18.       8.       0.      50.421],24,B0005,460,5581,05581.csv,1.3804366761974138,,
impedance,[2008.       5.      18.       8.      50.      48.718],24,B0005,461,5582,05582.csv,,0.0617088861822979,0.08329169748855401
charge,[2008.       5.      18.       9.      22.      51.046],24,B0005,462,5583,05583.csv,,,
impedance,[2008    5   18   12   12   46],24,B0005,463,5584,05584.csv,,0.06172613583587411,0.0883779260119075
discharge,[2008.       5.      18.      12.      44.      48.437],24,B0005,464,5585,05585.csv,1.3752364150256224,,
impedance,[2008.       5.      18.      13.      34.      37.281],24,B0005,465,5586,05586.csv,,0.06088889899741356,0.08311038310685015
charge,[2008.       5.      18.      14.       6.      39.921],24,B0005,466,5587,05587.csv,,,
impedance,[2008.       5.      18.      17.       4.      27.234],24,B0005,467,5588,05588.csv,,0.06185223703499693,0.08697922184678317
discharge,[2008.       5.      18.      17.      36.      29.734],24,B0005,468,5589,05589.csv,1.3705128024895008,,
impedance,[2008.       5.      18.      18.      26.      10.015],24,B0005,469,5590,05590.csv,,0.06106743458543022,0.08375435203587812
charge,[2008.       5.      18.      18.      58.      12.609],24,B0005,470,5591,05591.csv,,,
impedance,[2008.       5.      18.      21.      59.      40.796],24,B0005,471,5592,05592.csv,,0.06310358102659182,0.08852234569242505
discharge,[2008.       5.      18.      22.      31.      45.515],24,B0005,472,5593,05593.csv,1.3705085566270399,,
impedance,[2008.       5.      18.      23.      21.      28.437],24,B0005,473,5594,05594.csv,,0.06084445004689351,0.08308225537417147
charge,[2008.       5.      18.      23.      53.      33.781],24,B0005,474,5595,05595.csv,,,
impedance,[2.008e+03 5.000e+00 1.900e+01 2.000e+00 5.500e+01 2.843e+00],24,B0005,475,5596,05596.csv,,0.06228746060457266,0.08923087570947913
discharge,[2008.       5.      19.       3.      27.       7.765],24,B0005,476,5597,05597.csv,1.3647355108681518,,
impedance,[2008.       5.      19.       4.      16.      50.453],24,B0005,477,5598,05598.csv,,0.06351594916063175,0.08411816433198452
charge,[2008.       5.      19.       4.      48.      55.437],24,B0005,478,5599,05599.csv,,,
impedance,[2008.       5.      19.       7.      49.      12.843],24,B0005,479,5600,05600.csv,,0.06270549893166993,0.08838724457648714
discharge,[2008.       5.      19.      15.      34.      33.625],24,B0005,480,5601,05601.csv,1.375392016895762,,
charge,[2008.       5.      19.      17.      58.      12.687],24,B0005,481,5602,05602.csv,,,
discharge,[2008.       5.      19.      20.      59.      48.437],24,B0005,482,5603,05603.csv,1.3861115151535393,,
charge,[2008.      5.     19.     22.      8.     37.25],24,B0005,483,5604,05604.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,B0005,484,5605,05605.csv,1.3698500035838939,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 6.0000e+00 3.2234e+01],24,B0005,485,5606,05606.csv,,0.05609876336075707,0.0751803131352498
charge,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 3.8000e+01 3.5343e+01],24,B0005,486,5607,05607.csv,,,
impedance,[2008    5   20    5   40    3],24,B0005,487,5608,05608.csv,,0.053286381622558374,0.08156856568421471
discharge,[2008.       5.      20.       6.      12.       6.265],24,B0005,488,5609,05609.csv,1.3647827949260758,,
impedance,[2.008e+03 5.000e+00 2.000e+01 7.000e+00 1.000e+00 4.739e+01],24,B0005,489,5610,05610.csv,,0.05438777538615831,0.07604192318654494
charge,[2008.       5.      20.       7.      33.      50.828],24,B0005,490,5611,05611.csv,,,
impedance,[2008.       5.      20.      10.      35.      19.875],24,B0005,491,5612,05612.csv,,0.05293147474045376,0.08275693411495888
discharge,[2008.       5.      20.      11.       7.      23.453],24,B0005,492,5613,05613.csv,1.3543220466259964,,
impedance,[2008.       5.      20.      11.      56.      55.343],24,B0005,493,5614,05614.csv,,0.054476476622608364,0.07673140547029404
charge,[2008.       5.      20.      12.      28.      58.687],24,B0005,494,5615,05615.csv,,,
impedance,[2008.       5.      20.      15.      25.      23.625],24,B0005,495,5616,05616.csv,,0.05588929297745871,0.08226321054006082
discharge,[2008.       5.      20.      15.      57.      27.312],24,B0005,496,5617,05617.csv,1.3546417018378962,,
impedance,[2008.       5.      20.      16.      46.      59.765],24,B0005,497,5618,05618.csv,,0.05599607903184257,0.07651440849093617
charge,[2008.       5.      20.      17.      19.       3.375],24,B0005,498,5619,05619.csv,,,
impedance,[2008.       5.      20.      20.      18.      35.187],24,B0005,499,5620,05620.csv,,0.05841778368115902,0.08029809490533976
discharge,[2008.       5.      20.      20.      50.      39.015],24,B0005,500,5621,05621.csv,1.3547039213192407,,
impedance,[2008.       5.      20.      21.      40.      11.843],24,B0005,501,5622,05622.csv,,0.052279965818119264,0.07486615123258515
charge,[2008.       5.      20.      22.      12.      15.984],24,B0005,502,5623,05623.csv,,,
impedance,[2.008e+03 5.000e+00 2.100e+01 1.000e+00 7.000e+00 3.514e+01],24,B0005,503,5624,05624.csv,,0.056411433170262516,0.0819223123309917
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,B0005,504,5625,05625.csv,1.349314997503458,,
impedance,[2.008e+03 5.000e+00 2.100e+01 2.000e+00 2.900e+01 2.656e+00],24,B0005,505,5626,05626.csv,,0.05350804531294866,0.07610419438082021
charge,[2.008e+03 5.000e+00 2.100e+01 3.000e+00 1.000e+00 6.687e+00],24,B0005,506,5627,05627.csv,,,
impedance,[2008    5   21    5   52   23],24,B0005,507,5628,05628.csv,,0.05568015964086863,0.08177399086572994
discharge,[2008.       5.      21.       6.      24.      27.281],24,B0005,508,5629,05629.csv,1.3441891937970554,,
impedance,[2008.      5.     21.      7.     13.     41.25],24,B0005,509,5630,05630.csv,,0.053892806183993766,0.07778309560578801
charge,[2008.       5.      21.       7.      45.      45.343],24,B0005,510,5631,05631.csv,,,
impedance,[2.008e+03 5.000e+00 2.100e+01 1.000e+01 4.600e+01 1.953e+00],24,B0005,511,5632,05632.csv,,0.056210257603528525,0.08328067168438782
discharge,[2008.       5.      21.      11.      18.       6.015],24,B0005,512,5633,05633.csv,1.3389913790695755,,
impedance,[2008.       5.      21.      12.       7.      20.984],24,B0005,513,5634,05634.csv,,0.05500261254176024,0.0770552542641119
charge,[2008.       5.      21.      12.      39.      25.421],24,B0005,514,5635,05635.csv,,,
impedance,[2008.       5.      21.      15.      38.      16.546],24,B0005,515,5636,05636.csv,,0.05579452141186236,0.0829501208969064
discharge,[2008.       5.      21.      16.      10.      21.203],24,B0005,516,5637,05637.csv,1.3389145230206971,,
